file,code,trade,total,THRESHOLD_PM_MIN,THRESHOLD_DDR_MIN
ticks_20251113.xlsx,7011,20,-1800.0,2.5,0.1
ticks_20251113.xlsx,7011,20,-4400.0,5.0,0.1
ticks_20251113.xlsx,7011,20,-3100.0,10.0,0.1
ticks_20251113.xlsx,7011,20,-2600.0,12.5,0.1
ticks_20251113.xlsx,7011,20,-2300.0,15.0,0.1
ticks_20251113.xlsx,7011,20,-1200.0,17.5,0.1
ticks_20251113.xlsx,7011,20,-700.0,20.0,0.1
ticks_20251113.xlsx,7011,20,-1800.0,2.5,0.2
ticks_20251113.xlsx,7011,20,-4600.0,5.0,0.2
ticks_20251113.xlsx,7011,20,-3500.0,10.0,0.2
ticks_20251113.xlsx,7011,20,-3100.0,12.5,0.2
ticks_20251113.xlsx,7011,20,-2900.0,15.0,0.2
ticks_20251113.xlsx,7011,20,-1700.0,17.5,0.2
ticks_20251113.xlsx,7011,20,-900.0,20.0,0.2
ticks_20251113.xlsx,7011,20,-1900.0,2.5,0.3
ticks_20251113.xlsx,7011,20,-4700.0,5.0,0.3
ticks_20251113.xlsx,7011,20,-1700.0,10.0,0.3
ticks_20251113.xlsx,7011,20,-1700.0,12.5,0.3
ticks_20251113.xlsx,7011,20,-1700.0,15.0,0.3
ticks_20251113.xlsx,7011,20,-1300.0,17.5,0.3
ticks_20251113.xlsx,7011,20,-1300.0,20.0,0.3
ticks_20251113.xlsx,7011,20,-2500.0,2.5,0.4
ticks_20251113.xlsx,7011,20,-4400.0,5.0,0.4
ticks_20251113.xlsx,7011,20,-2200.0,10.0,0.4
ticks_20251113.xlsx,7011,20,-2200.0,12.5,0.4
ticks_20251113.xlsx,7011,20,-2200.0,15.0,0.4
ticks_20251113.xlsx,7011,20,-2200.0,17.5,0.4
ticks_20251113.xlsx,7011,20,-2200.0,20.0,0.4
ticks_20251113.xlsx,7011,20,-2700.0,2.5,0.5
ticks_20251113.xlsx,7011,20,-5000.0,5.0,0.5
ticks_20251113.xlsx,7011,20,-3300.0,10.0,0.5
ticks_20251113.xlsx,7011,20,-3300.0,12.5,0.5
ticks_20251113.xlsx,7011,20,-3300.0,15.0,0.5
ticks_20251113.xlsx,7011,20,-3300.0,17.5,0.5
ticks_20251113.xlsx,7011,20,-3300.0,20.0,0.5
ticks_20251113.xlsx,7011,20,-2700.0,2.5,0.6
ticks_20251113.xlsx,7011,20,-5000.0,5.0,0.6
ticks_20251113.xlsx,7011,20,-3500.0,10.0,0.6
ticks_20251113.xlsx,7011,20,-3500.0,12.5,0.6
ticks_20251113.xlsx,7011,20,-3500.0,15.0,0.6
ticks_20251113.xlsx,7011,20,-3500.0,17.5,0.6
ticks_20251113.xlsx,7011,20,-3500.0,20.0,0.6
ticks_20251113.xlsx,7011,20,-3400.0,2.5,0.7
ticks_20251113.xlsx,7011,20,-5200.0,5.0,0.7
ticks_20251113.xlsx,7011,20,-3500.0,10.0,0.7
ticks_20251113.xlsx,7011,20,-3500.0,12.5,0.7
ticks_20251113.xlsx,7011,20,-3500.0,15.0,0.7
ticks_20251113.xlsx,7011,20,-3500.0,17.5,0.7
ticks_20251113.xlsx,7011,20,-3500.0,20.0,0.7
